treatment,game,round,time,id,side,valuation,bid,price,match_id,match_time,type,status
FullMoreS,4,3,46,104,Buyer,123,65,,,,Manual,Replaced
FullMoreS,4,3,46,95,Seller,78,138,,,,Manual,Expired
FullMoreS,4,3,47,97,Seller,83,99,,,,Manual,Replaced
FullMoreS,4,3,49,98,Buyer,138,66,,,,Manual,Expired
FullMoreS,4,3,49,114,Seller,78,93,,,,Manual,Expired
FullMoreS,4,3,50,97,Seller,83,99,,,,Manual,Replaced
FullMoreS,4,3,51,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,3,51,105,Seller,103,120,,,,Manual,Expired
FullMoreS,4,3,52,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,3,52,108,Buyer,113,69,,,,Manual,Expired
FullMoreS,4,3,52,117,Seller,93,96,,,,Manual,Expired
FullMoreS,4,3,53,101,Seller,93,97,,,,Manual,Expired
FullMoreS,4,3,53,97,Seller,83,98,,,,Manual,Replaced
FullMoreS,4,3,54,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,3,54,112,Buyer,103,70,,,,Manual,Expired
FullMoreS,4,3,55,97,Seller,83,98,,,,Manual,Replaced
FullMoreS,4,3,55,104,Buyer,123,70,,,,Manual,Replaced
FullMoreS,4,3,57,100,Buyer,133,76,,,,Manual,Expired
FullMoreS,4,3,58,99,Seller,88,220,,,,Manual,Replaced
FullMoreS,4,3,59,104,Buyer,123,76,,,,Manual,Replaced
FullMoreS,4,3,59,97,Seller,83,98,,,,Manual,Replaced
FullMoreS,4,3,61,95,Seller,78,138,,,,Manual,Replaced
FullMoreS,4,3,62,98,Buyer,138,71,,,,Manual,Expired
FullMoreS,4,3,63,114,Seller,78,95,,,,Manual,Expired
FullMoreS,4,3,63,104,Buyer,123,69,,,,Manual,Replaced
FullMoreS,4,3,64,97,Seller,83,98,,,,Manual,Replaced
FullMoreS,4,3,64,101,Seller,93,96,,,,Manual,Replaced
FullMoreS,4,3,65,111,Seller,118,125,,,,Manual,Expired
FullMoreS,4,3,66,97,Seller,83,90,,,,Manual,Replaced
FullMoreS,4,3,66,103,Seller,98,220,,,,Manual,Expired
FullMoreS,4,3,66,95,Seller,78,138,,,,Manual,Replaced
FullMoreS,4,3,66,119,Seller,103,105,,,,Manual,Expired
FullMoreS,4,3,66,104,Buyer,123,60,,,,Manual,Replaced
FullMoreS,4,3,67,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,3,68,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,3,69,100,Buyer,133,76,,,,Manual,Replaced
FullMoreS,4,3,69,95,Seller,78,138,,,,Manual,Expired
FullMoreS,4,3,69,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,3,69,104,Buyer,123,20,,,,Manual,Replaced
FullMoreS,4,3,69,109,Seller,113,996,,,,Manual,Expired
FullMoreS,4,3,70,97,Seller,83,90,90.0,100.0,71.0,Manual,Accepted
FullMoreS,4,3,70,107,Seller,108,115,,,,Manual,Replaced
FullMoreS,4,3,70,101,Seller,93,94,,,,Manual,Replaced
FullMoreS,4,3,71,120,Seller,108,150,,,,Manual,Expired
FullMoreS,4,3,71,100,Buyer,133,90,90.0,97.0,71.0,Auto,Accepted
FullMoreS,4,3,75,105,Seller,103,110,,,,Manual,Expired
FullMoreS,4,3,75,104,Buyer,123,36,,,,Manual,Replaced
FullMoreS,4,3,76,98,Buyer,138,80,,,,Manual,Replaced
FullMoreS,4,3,76,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,3,77,101,Seller,93,97,,,,Manual,Expired
FullMoreS,4,3,77,112,Buyer,103,75,,,,Manual,Expired
FullMoreS,4,3,77,114,Seller,78,95,,,,Manual,Expired
FullMoreS,4,3,78,108,Buyer,113,69,,,,Manual,Expired
FullMoreS,4,3,78,107,Seller,108,120,,,,Manual,Expired
FullMoreS,4,3,78,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,3,79,104,Buyer,123,45,,,,Manual,Replaced
FullMoreS,4,3,79,119,Seller,103,104,,,,Manual,Expired
FullMoreS,4,3,79,95,Seller,78,128,,,,Manual,Replaced
FullMoreS,4,3,79,109,Seller,113,500,,,,Manual,Expired
FullMoreS,4,3,79,118,Seller,98,100,,,,Manual,Expired
FullMoreS,4,3,80,111,Seller,118,120,,,,Manual,Replaced
FullMoreS,4,3,81,98,Buyer,138,88,88.0,99.0,84.0,Manual,Accepted
FullMoreS,4,3,81,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,3,82,104,Buyer,123,67,,,,Manual,Replaced
FullMoreS,4,3,82,103,Seller,98,500,,,,Manual,Expired
FullMoreS,4,3,84,99,Seller,88,88,88.0,98.0,84.0,Auto,Accepted
FullMoreS,4,3,87,101,Seller,93,96,,,,Manual,Replaced
FullMoreS,4,3,87,112,Buyer,103,80,,,,Manual,Expired
FullMoreS,4,3,87,95,Seller,78,118,,,,Manual,Replaced
FullMoreS,4,3,88,117,Seller,93,99,,,,Manual,Expired
FullMoreS,4,3,88,114,Seller,78,95,,,,Manual,Replaced
FullMoreS,4,3,88,111,Seller,118,120,,,,Manual,Replaced
FullMoreS,4,3,89,104,Buyer,123,89,89.0,114.0,93.0,Manual,Accepted
FullMoreS,4,3,89,107,Seller,108,109,,,,Manual,Expired
FullMoreS,4,3,89,108,Buyer,113,69,,,,Manual,Replaced
FullMoreS,4,3,92,111,Seller,118,120,,,,Manual,Replaced
FullMoreS,4,3,92,95,Seller,78,98,,,,Manual,Replaced
FullMoreS,4,3,93,114,Seller,78,89,89.0,104.0,93.0,Auto,Accepted
FullMoreS,4,3,93,101,Seller,93,95,,,,Manual,Replaced
FullMoreS,4,3,96,103,Seller,98,700,,,,Manual,Expired
FullMoreS,4,3,96,111,Seller,118,119,,,,Manual,Expired
FullMoreS,4,3,97,105,Seller,103,110,,,,Manual,Expired
FullMoreS,4,3,98,95,Seller,78,81,81.0,112.0,98.0,Manual,Accepted
FullMoreS,4,3,98,119,Seller,103,104,,,,Manual,Expired
FullMoreS,4,3,98,112,Buyer,103,85,81.0,95.0,98.0,Manual,Replaced
FullMoreS,4,3,98,108,Buyer,113,79,,,,Manual,Replaced
FullMoreS,4,3,98,117,Seller,93,99,,,,Manual,Expired
FullMoreS,4,3,99,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,3,102,101,Seller,93,94,,,,Manual,Expired
FullMoreS,4,3,104,108,Buyer,113,79,,,,Manual,Expired
FullMoreS,4,4,2,116,Seller,88,99,,,,Manual,Expired
FullMoreS,4,4,2,93,Seller,73,100,,,,Manual,Expired
FullMoreS,4,4,3,114,Seller,78,95,95.0,110.0,10.0,Manual,Accepted
FullMoreS,4,4,3,120,Seller,108,111,,,,Manual,Expired
FullMoreS,4,4,3,104,Buyer,123,20,,,,Manual,Replaced
FullMoreS,4,4,3,111,Seller,118,120,,,,Manual,Replaced
FullMoreS,4,4,3,102,Buyer,128,81,,,,Manual,Expired
FullMoreS,4,4,3,98,Buyer,138,15,,,,Manual,Expired
FullMoreS,4,4,4,117,Seller,93,99,,,,Manual,Expired
FullMoreS,4,4,4,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,4,4,113,Seller,73,98,,,,Manual,Expired
FullMoreS,4,4,5,105,Seller,103,110,,,,Manual,Expired
FullMoreS,4,4,5,94,Buyer,148,70,,,,Manual,Expired
FullMoreS,4,4,5,103,Seller,98,200,,,,Manual,Expired
FullMoreS,4,4,5,101,Seller,93,120,,,,Manual,Expired
FullMoreS,4,4,5,95,Seller,78,128,,,,Manual,Expired
FullMoreS,4,4,5,115,Seller,83,130,,,,Manual,Expired
FullMoreS,4,4,5,99,Seller,88,220,,,,Manual,Replaced
FullMoreS,4,4,7,104,Buyer,123,60,,,,Manual,Replaced
FullMoreS,4,4,7,112,Buyer,103,30,,,,Manual,Replaced
FullMoreS,4,4,7,121,Seller,113,121,,,,Manual,Expired
FullMoreS,4,4,8,96,Buyer,143,85,,,,Manual,Expired
FullMoreS,4,4,9,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,4,9,111,Seller,118,120,,,,Manual,Replaced
FullMoreS,4,4,10,104,Buyer,123,75,,,,Manual,Replaced
FullMoreS,4,4,10,110,Buyer,108,95,95.0,114.0,10.0,Manual,Replaced
FullMoreS,4,4,13,100,Buyer,133,65,,,,Manual,Expired
FullMoreS,4,4,14,111,Seller,118,120,,,,Manual,Replaced
FullMoreS,4,4,14,122,Seller,118,118,,,,Manual,Replaced
FullMoreS,4,4,14,104,Buyer,123,70,,,,Manual,Replaced
FullMoreS,4,4,15,102,Buyer,128,85,,,,Manual,Replaced
FullMoreS,4,4,15,107,Seller,108,110,,,,Manual,Expired
FullMoreS,4,4,15,111,Seller,118,120,,,,Manual,Replaced
FullMoreS,4,4,16,101,Seller,93,95,,,,Manual,Replaced
FullMoreS,4,4,16,93,Seller,73,95,,,,Manual,Replaced
FullMoreS,4,4,16,117,Seller,93,95,,,,Manual,Expired
FullMoreS,4,4,16,112,Buyer,103,70,,,,Manual,Expired
FullMoreS,4,4,17,95,Seller,78,118,,,,Manual,Replaced
FullMoreS,4,4,17,104,Buyer,123,80,,,,Manual,Replaced
FullMoreS,4,4,17,99,Seller,88,250,,,,Manual,Replaced
FullMoreS,4,4,18,111,Seller,118,120,,,,Manual,Replaced
FullMoreS,4,4,18,96,Buyer,143,83,,,,Manual,Expired
FullMoreS,4,4,20,95,Seller,78,118,,,,Manual,Replaced
FullMoreS,4,4,20,119,Seller,103,105,,,,Manual,Expired
FullMoreS,4,4,20,108,Buyer,113,60,,,,Manual,Replaced
FullMoreS,4,4,20,101,Seller,93,94,,,,Manual,Expired
FullMoreS,4,4,20,99,Seller,88,250,,,,Manual,Replaced
FullMoreS,4,4,21,94,Buyer,148,86,,,,Manual,Expired
FullMoreS,4,4,21,102,Buyer,128,88,,,,Manual,Expired
FullMoreS,4,4,22,103,Seller,98,98,,,,Manual,Expired
FullMoreS,4,4,22,115,Seller,83,125,,,,Manual,Expired
FullMoreS,4,4,23,111,Seller,118,200,,,,Manual,Replaced
FullMoreS,4,4,23,95,Seller,78,118,,,,Manual,Replaced
FullMoreS,4,4,23,93,Seller,73,94,,,,Manual,Replaced
FullMoreS,4,4,23,113,Seller,73,95,,,,Manual,Expired
FullMoreS,4,4,23,104,Buyer,123,60,,,,Manual,Replaced
FullMoreS,4,4,23,122,Seller,118,118,,,,Manual,Replaced
FullMoreS,4,4,24,97,Seller,83,99,,,,Manual,Replaced
FullMoreS,4,4,25,99,Seller,88,250,,,,Manual,Replaced
FullMoreS,4,4,25,104,Buyer,123,40,,,,Manual,Replaced
FullMoreS,4,4,26,105,Seller,103,109,,,,Manual,Replaced
FullMoreS,4,4,27,95,Seller,78,98,,,,Manual,Expired
FullMoreS,4,4,27,100,Buyer,133,85,,,,Manual,Expired
FullMoreS,4,4,27,108,Buyer,113,59,,,,Manual,Replaced
FullMoreS,4,4,28,104,Buyer,123,30,,,,Manual,Replaced
FullMoreS,4,4,28,98,Buyer,138,22,,,,Manual,Expired
FullMoreS,4,4,28,97,Seller,83,95,,,,Manual,Replaced
FullMoreS,4,4,28,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,4,29,107,Seller,108,109,,,,Manual,Expired
FullMoreS,4,4,29,93,Seller,73,93,,,,Manual,Replaced
FullMoreS,4,4,29,104,Buyer,123,20,,,,Manual,Replaced
FullMoreS,4,4,30,105,Seller,103,104,,,,Manual,Expired
FullMoreS,4,4,30,97,Seller,83,92,,,,Manual,Replaced
FullMoreS,4,4,32,108,Buyer,113,79,,,,Manual,Replaced
FullMoreS,4,4,32,111,Seller,118,150,,,,Manual,Replaced
FullMoreS,4,4,33,104,Buyer,123,77,,,,Manual,Replaced
FullMoreS,4,4,33,101,Seller,93,97,,,,Manual,Expired
FullMoreS,4,4,34,112,Buyer,103,70,,,,Manual,Expired
FullMoreS,4,4,34,97,Seller,83,92,,,,Manual,Replaced
FullMoreS,4,4,34,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,4,34,102,Buyer,128,88,88.0,93.0,36.0,Manual,Accepted
FullMoreS,4,4,34,103,Seller,98,700,,,,Manual,Expired
FullMoreS,4,4,35,96,Buyer,143,84,,,,Manual,Expired
FullMoreS,4,4,35,104,Buyer,123,78,,,,Manual,Expired
FullMoreS,4,4,36,93,Seller,73,88,88.0,102.0,36.0,Auto,Accepted
FullMoreS,4,4,36,111,Seller,118,145,,,,Manual,Expired
FullMoreS,4,4,39,100,Buyer,133,87,,,,Manual,Expired
FullMoreS,4,4,39,97,Seller,83,92,,,,Manual,Replaced
FullMoreS,4,4,40,94,Buyer,148,86,,,,Manual,Replaced
FullMoreS,4,4,40,95,Seller,78,98,,,,Manual,Expired
FullMoreS,4,4,40,116,Seller,88,99,,,,Manual,Expired
FullMoreS,4,4,40,119,Seller,103,104,,,,Manual,Expired
FullMoreS,4,4,41,108,Buyer,113,82,,,,Manual,Replaced
FullMoreS,4,4,42,97,Seller,83,92,,,,Manual,Replaced
FullMoreS,4,4,42,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,4,42,117,Seller,93,99,,,,Manual,Replaced
FullMoreS,4,4,42,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,4,43,115,Seller,83,120,,,,Manual,Expired
FullMoreS,4,4,44,98,Buyer,138,71,,,,Manual,Expired
FullMoreS,4,4,45,107,Seller,108,108,,,,Manual,Expired
FullMoreS,4,4,45,103,Seller,98,800,,,,Manual,Expired
FullMoreS,4,4,45,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,4,46,96,Buyer,143,85,,,,Manual,Expired
FullMoreS,4,4,46,97,Seller,83,92,,,,Manual,Replaced
FullMoreS,4,4,47,105,Seller,103,104,,,,Manual,Expired
FullMoreS,4,4,47,111,Seller,118,140,,,,Manual,Replaced
FullMoreS,4,4,48,97,Seller,83,92,,,,Manual,Replaced
FullMoreS,4,4,48,99,Seller,88,220,,,,Manual,Expired
FullMoreS,4,4,49,108,Buyer,113,85,,,,Manual,Expired
FullMoreS,4,4,49,101,Seller,93,95,,,,Manual,Expired
FullMoreS,4,4,49,94,Buyer,148,88,88.0,97.0,50.0,Manual,Accepted
FullMoreS,4,4,49,117,Seller,93,94,,,,Manual,Replaced
FullMoreS,4,4,49,113,Seller,73,95,,,,Manual,Replaced
FullMoreS,4,4,49,112,Buyer,103,78,,,,Manual,Expired
FullMoreS,4,4,50,97,Seller,83,88,88.0,94.0,50.0,Auto,Accepted
FullMoreS,4,4,50,111,Seller,118,140,,,,Manual,Expired
FullMoreS,4,4,53,100,Buyer,133,88,88.0,113.0,54.0,Manual,Accepted
FullMoreS,4,4,53,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,4,54,113,Seller,73,88,88.0,100.0,54.0,Auto,Accepted
FullMoreS,4,4,57,98,Buyer,138,82,,,,Manual,Expired
FullMoreS,4,4,58,117,Seller,93,94,,,,Manual,Expired
FullMoreS,4,4,58,96,Buyer,143,87,,,,Manual,Replaced
FullMoreS,4,4,58,116,Seller,88,99,,,,Manual,Replaced
FullMoreS,4,4,59,103,Seller,98,900,,,,Manual,Expired
FullMoreS,4,4,59,108,Buyer,113,85,,,,Manual,Replaced
FullMoreS,4,4,60,95,Seller,78,92,,,,Manual,Replaced
FullMoreS,4,4,61,104,Buyer,123,88,88.0,116.0,62.0,Manual,Accepted
FullMoreS,4,4,62,116,Seller,88,88,88.0,104.0,62.0,Auto,Accepted
FullMoreS,4,4,65,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,4,66,96,Buyer,143,87,87.0,115.0,72.0,Manual,Accepted
FullMoreS,4,4,67,112,Buyer,103,83,,,,Manual,Expired
FullMoreS,4,4,67,111,Seller,118,140,,,,Manual,Replaced
FullMoreS,4,4,67,115,Seller,83,110,,,,Manual,Replaced
FullMoreS,4,4,68,108,Buyer,113,85,,,,Manual,Expired
FullMoreS,4,4,68,105,Seller,103,104,,,,Manual,Expired
FullMoreS,4,4,69,95,Seller,78,92,,,,Manual,Replaced
FullMoreS,4,4,69,101,Seller,93,94,,,,Manual,Expired
FullMoreS,4,4,69,107,Seller,108,110,,,,Manual,Expired
FullMoreS,4,4,70,111,Seller,118,120,,,,Manual,Expired
FullMoreS,4,4,72,109,Seller,113,200,,,,Manual,Expired
FullMoreS,4,4,72,115,Seller,83,87,87.0,96.0,72.0,Auto,Accepted
FullMoreS,4,4,75,95,Seller,78,91,,,,Manual,Replaced
FullMoreS,4,4,76,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,4,76,98,Buyer,138,86,,,,Manual,Replaced
FullMoreS,4,4,77,99,Seller,88,300,,,,Manual,Replaced
FullMoreS,4,4,78,108,Buyer,113,85,,,,Manual,Replaced
FullMoreS,4,4,79,119,Seller,103,105,,,,Manual,Expired
FullMoreS,4,4,80,95,Seller,78,90,,,,Manual,Replaced
FullMoreS,4,4,80,99,Seller,88,220,,,,Manual,Expired
FullMoreS,4,4,81,112,Buyer,103,83,,,,Manual,Expired
FullMoreS,4,4,82,111,Seller,118,125,,,,Manual,Expired
FullMoreS,4,4,83,101,Seller,93,95,,,,Manual,Replaced
FullMoreS,4,4,84,95,Seller,78,88,,,,Manual,Replaced
FullMoreS,4,4,84,98,Buyer,138,87,,,,Manual,Replaced
FullMoreS,4,4,86,108,Buyer,113,85,,,,Manual,Replaced
FullMoreS,4,4,87,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,4,89,95,Seller,78,895,,,,Manual,Replaced
FullMoreS,4,4,91,107,Seller,108,110,,,,Manual,Expired
FullMoreS,4,4,91,117,Seller,93,94,,,,Manual,Expired
FullMoreS,4,4,91,108,Buyer,113,87,,,,Manual,Replaced
FullMoreS,4,4,92,98,Buyer,138,88,88.0,99.0,93.0,Manual,Accepted
FullMoreS,4,4,92,101,Seller,93,95,,,,Manual,Expired
FullMoreS,4,4,93,99,Seller,88,88,88.0,98.0,93.0,Auto,Accepted
FullMoreS,4,4,93,121,Seller,113,121,,,,Manual,Expired
FullMoreS,4,4,96,95,Seller,78,828,,,,Manual,Replaced
FullMoreS,4,4,97,112,Buyer,103,86,,,,Manual,Expired
FullMoreS,4,4,97,108,Buyer,113,89,89.0,95.0,98.0,Manual,Accepted
FullMoreS,4,4,98,103,Seller,98,500,,,,Manual,Expired
FullMoreS,4,4,98,95,Seller,78,80,89.0,108.0,98.0,Manual,Replaced
FullMoreS,4,4,99,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,4,99,119,Seller,103,104,,,,Manual,Expired
FullMoreS,4,4,102,101,Seller,93,94,,,,Manual,Expired
FullMoreS,4,4,104,107,Seller,108,115,,,,Manual,Expired
FullMoreS,4,4,104,105,Seller,103,104,,,,Manual,Expired
FullMoreS,4,5,1,114,Seller,78,95,,,,Manual,Expired
FullMoreS,4,5,2,120,Seller,108,150,,,,Manual,Expired
FullMoreS,4,5,2,93,Seller,73,98,,,,Manual,Expired
FullMoreS,4,5,3,94,Buyer,148,80,,,,Manual,Replaced
FullMoreS,4,5,3,100,Buyer,133,79,,,,Manual,Expired
FullMoreS,4,5,3,105,Seller,103,104,,,,Manual,Expired
FullMoreS,4,5,3,98,Buyer,138,10,,,,Manual,Expired
FullMoreS,4,5,3,117,Seller,93,102,,,,Manual,Expired
FullMoreS,4,5,4,104,Buyer,123,40,,,,Manual,Replaced
FullMoreS,4,5,4,116,Seller,88,90,90.0,110.0,7.0,Manual,Accepted
FullMoreS,4,5,4,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,5,5,101,Seller,93,95,,,,Manual,Replaced
FullMoreS,4,5,5,115,Seller,83,110,,,,Manual,Expired
FullMoreS,4,5,6,121,Seller,113,120,,,,Manual,Expired
FullMoreS,4,5,6,113,Seller,73,90,,,,Manual,Expired
FullMoreS,4,5,7,111,Seller,118,120,,,,Manual,Expired
FullMoreS,4,5,7,104,Buyer,123,82,,,,Manual,Replaced
FullMoreS,4,5,7,110,Buyer,108,90,90.0,116.0,7.0,Manual,Replaced
FullMoreS,4,5,7,103,Seller,98,210,,,,Manual,Expired
FullMoreS,4,5,10,101,Seller,93,94,,,,Manual,Replaced
FullMoreS,4,5,10,102,Buyer,128,85,,,,Manual,Replaced
FullMoreS,4,5,10,99,Seller,88,110,,,,Manual,Replaced
FullMoreS,4,5,11,94,Buyer,148,84,,,,Manual,Replaced
FullMoreS,4,5,11,104,Buyer,123,85,,,,Manual,Replaced
FullMoreS,4,5,12,95,Seller,78,580,,,,Manual,Replaced
FullMoreS,4,5,12,112,Buyer,103,75,,,,Manual,Expired
FullMoreS,4,5,12,96,Buyer,143,83,,,,Manual,Expired
FullMoreS,4,5,12,107,Seller,108,109,,,,Manual,Expired
FullMoreS,4,5,13,117,Seller,93,95,,,,Manual,Expired
FullMoreS,4,5,14,94,Buyer,148,86,,,,Manual,Replaced
FullMoreS,4,5,14,119,Seller,103,105,,,,Manual,Expired
FullMoreS,4,5,14,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,5,14,100,Buyer,133,80,,,,Manual,Expired
FullMoreS,4,5,15,99,Seller,88,120,,,,Manual,Replaced
FullMoreS,4,5,16,93,Seller,73,93,,,,Manual,Expired
FullMoreS,4,5,16,121,Seller,113,118,,,,Manual,Expired
FullMoreS,4,5,16,114,Seller,78,94,,,,Manual,Replaced
FullMoreS,4,5,16,97,Seller,83,95,,,,Manual,Replaced
FullMoreS,4,5,17,104,Buyer,123,83,,,,Manual,Replaced
FullMoreS,4,5,17,99,Seller,88,110,,,,Manual,Replaced
FullMoreS,4,5,17,103,Seller,98,400,,,,Manual,Expired
FullMoreS,4,5,18,108,Buyer,113,79,,,,Manual,Expired
FullMoreS,4,5,18,102,Buyer,128,87,87.0,97.0,19.0,Manual,Accepted
FullMoreS,4,5,19,101,Seller,93,94,,,,Manual,Expired
FullMoreS,4,5,19,97,Seller,83,95,,,,Manual,Replaced
FullMoreS,4,5,19,97,Seller,83,87,87.0,102.0,19.0,Auto,Accepted
FullMoreS,4,5,19,95,Seller,78,328,,,,Manual,Replaced
FullMoreS,4,5,20,111,Seller,118,125,,,,Manual,Replaced
FullMoreS,4,5,23,94,Buyer,148,87,,,,Manual,Expired
FullMoreS,4,5,23,99,Seller,88,110,,,,Manual,Replaced
FullMoreS,4,5,23,104,Buyer,123,84,,,,Manual,Replaced
FullMoreS,4,5,24,96,Buyer,143,83,,,,Manual,Replaced
FullMoreS,4,5,24,100,Buyer,133,82,,,,Manual,Expired
FullMoreS,4,5,24,111,Seller,118,125,,,,Manual,Expired
FullMoreS,4,5,25,114,Seller,78,92,,,,Manual,Replaced
FullMoreS,4,5,25,95,Seller,78,828,,,,Manual,Replaced
FullMoreS,4,5,25,115,Seller,83,100,,,,Manual,Expired
FullMoreS,4,5,26,104,Buyer,123,86,,,,Manual,Replaced
FullMoreS,4,5,26,118,Seller,98,100,,,,Manual,Expired
FullMoreS,4,5,26,99,Seller,88,120,,,,Manual,Replaced
FullMoreS,4,5,27,113,Seller,73,90,,,,Manual,Expired
FullMoreS,4,5,28,112,Buyer,103,80,,,,Manual,Expired
FullMoreS,4,5,28,108,Buyer,113,79,,,,Manual,Replaced
FullMoreS,4,5,28,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,5,29,104,Buyer,123,88,88.0,93.0,29.0,Manual,Accepted
FullMoreS,4,5,29,96,Buyer,143,84,,,,Manual,Replaced
FullMoreS,4,5,29,105,Seller,103,104,,,,Manual,Expired
FullMoreS,4,5,29,93,Seller,73,88,88.0,104.0,29.0,Auto,Accepted
FullMoreS,4,5,32,103,Seller,98,600,,,,Manual,Expired
FullMoreS,4,5,32,117,Seller,93,94,,,,Manual,Expired
FullMoreS,4,5,33,94,Buyer,148,88,88.0,99.0,36.0,Manual,Accepted
FullMoreS,4,5,33,95,Seller,78,820,,,,Manual,Replaced
FullMoreS,4,5,33,114,Seller,78,89,,,,Manual,Expired
FullMoreS,4,5,33,99,Seller,88,200,,,,Manual,Replaced
FullMoreS,4,5,34,100,Buyer,133,84,,,,Manual,Replaced
FullMoreS,4,5,35,108,Buyer,113,85,,,,Manual,Replaced
FullMoreS,4,5,35,101,Seller,93,95,,,,Manual,Expired
FullMoreS,4,5,36,96,Buyer,143,50,,,,Manual,Replaced
FullMoreS,4,5,36,119,Seller,103,105,,,,Manual,Expired
FullMoreS,4,5,36,99,Seller,88,88,88.0,94.0,36.0,Auto,Accepted
FullMoreS,4,5,36,111,Seller,118,125,,,,Manual,Replaced
FullMoreS,4,5,40,111,Seller,118,125,,,,Manual,Expired
FullMoreS,4,5,40,95,Seller,78,104,,,,Manual,Replaced
FullMoreS,4,5,41,107,Seller,108,110,,,,Manual,Expired
FullMoreS,4,5,41,108,Buyer,113,85,,,,Manual,Replaced
FullMoreS,4,5,42,100,Buyer,133,85,,,,Manual,Expired
FullMoreS,4,5,43,115,Seller,83,99,,,,Manual,Expired
FullMoreS,4,5,44,95,Seller,78,103,,,,Manual,Replaced
FullMoreS,4,5,44,96,Buyer,143,85,,,,Manual,Replaced
FullMoreS,4,5,44,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,5,45,101,Seller,93,94,,,,Manual,Expired
FullMoreS,4,5,46,103,Seller,98,500,,,,Manual,Expired
FullMoreS,4,5,47,98,Buyer,138,71,,,,Manual,Expired
FullMoreS,4,5,47,108,Buyer,113,84,,,,Manual,Replaced
FullMoreS,4,5,49,96,Buyer,143,85,,,,Manual,Replaced
FullMoreS,4,5,50,95,Seller,78,92,,,,Manual,Replaced
FullMoreS,4,5,51,114,Seller,78,93,,,,Manual,Replaced
FullMoreS,4,5,51,111,Seller,118,125,,,,Manual,Expired
FullMoreS,4,5,52,105,Seller,103,104,,,,Manual,Expired
FullMoreS,4,5,53,108,Buyer,113,87,87.0,113.0,54.0,Manual,Accepted
FullMoreS,4,5,54,95,Seller,78,89,,,,Manual,Replaced
FullMoreS,4,5,54,96,Buyer,143,82,,,,Manual,Replaced
FullMoreS,4,5,54,113,Seller,73,87,87.0,108.0,54.0,Auto,Accepted
FullMoreS,4,5,57,98,Buyer,138,82,,,,Manual,Replaced
FullMoreS,4,5,57,100,Buyer,133,86,,,,Manual,Replaced
FullMoreS,4,5,57,122,Seller,118,118,,,,Manual,Replaced
FullMoreS,4,5,58,114,Seller,78,88,88.0,96.0,61.0,Manual,Accepted
FullMoreS,4,5,58,117,Seller,93,94,,,,Manual,Expired
FullMoreS,4,5,59,101,Seller,93,95,,,,Manual,Expired
FullMoreS,4,5,59,95,Seller,78,89,,,,Manual,Replaced
FullMoreS,4,5,59,112,Buyer,103,85,,,,Manual,Expired
FullMoreS,4,5,60,121,Seller,113,120,,,,Manual,Expired
FullMoreS,4,5,61,96,Buyer,143,88,88.0,114.0,61.0,Auto,Accepted
FullMoreS,4,5,64,115,Seller,83,97,,,,Manual,Expired
FullMoreS,4,5,64,119,Seller,103,104,,,,Manual,Expired
FullMoreS,4,5,65,111,Seller,118,125,,,,Manual,Replaced
FullMoreS,4,5,65,122,Seller,118,118,,,,Manual,Expired
FullMoreS,4,5,65,95,Seller,78,88,,,,Manual,Expired
FullMoreS,4,5,66,118,Seller,98,99,,,,Manual,Expired
FullMoreS,4,5,66,100,Buyer,133,86,,,,Manual,Replaced
FullMoreS,4,5,66,98,Buyer,138,84,,,,Manual,Expired
FullMoreS,4,5,68,107,Seller,108,115,,,,Manual,Expired
FullMoreS,4,5,69,111,Seller,118,120,,,,Manual,Expired
FullMoreS,4,5,71,101,Seller,93,94,,,,Manual,Expired
FullMoreS,4,5,72,100,Buyer,133,87,87.0,95.0,77.0,Manual,Accepted
FullMoreS,4,5,72,112,Buyer,103,86,,,,Manual,Expired
FullMoreS,4,5,75,95,Seller,78,88,,,,Manual,Replaced
